unitid,OPEID,institution_name,addr1_txt,city_txt,state_cd,zip_text,ClassificationCode,classification_name,EFMaleCount,EFFemaleCount,EFTotalCount,sector_cd,sector_name,SPORTSCODE,PARTIC_MEN,PARTIC_WOMEN,SUM_PARTIC_MEN,SUM_PARTIC_WOMEN,OPEXPPERPART_MEN,OPEXPPERTEAM_MEN,OPEXPPERPART_WOMEN,OPEXPPERTEAM_WOMEN,TOTAL_OPEXP_MENWOMEN,SUM_OPEXPPERPART_MEN,SUM_OPEXPPERTEAM_MEN,SUM_OPEXPPERPART_WOMEN,SUM_OPEXPPERTEAM_WOMEN,TOTAL_OPEXP_INCLCOED,MEN_TOTAL_HEADCOACH,WOMEN_TOTAL_HDCOACH,SUM_FTHDCOACH_MALE,SUM_PTHDCOACH_MALE,SUM_FTUNIVEMP_MALE,SUM_PTUNIVEMP_MALE,SUM_FTHDCOACH_FEM,SUM_PTHDCOACH_FEM,SUM_FTUNIVEMP_FEM,SUM_PTUNIVEMP_FEM,SUM_TOTAL_HDCOACH,MEN_TOTAL_ASSTCOACH,WOMEN_TOTAL_ASTCOACH,SUM_FTASCOACH_MALE,SUM_PTASCOACH_MALE,SUM_FTACUNIVEMP_MALE,SUM_PTACUNIVEMP_MALE,SUM_FTASCOACH_FEM,SUM_PTASCOACH_FEM,SUM_FTACUNIVEMP_FEM,SUM_PTACUNIVEMP_FEM,SUM_TOTAL_ASSTCOACH,REV_MEN,REV_WOMEN,TOTAL_REV_MENWOMEN,REVENUE_MENALL,REVENUE_WOMENALL,TOTAL_REVENUE_ALL,EXP_MEN,EXP_WOMEN,TOTAL_EXP_MENWOMEN,EXPENSE_MENALL,EXPENSE_WOMENALL,TOTAL_EXPENSE_ALL,Sports
110583,113900,California State University-Long Beach,1250 Bellflower Blvd,Long Beach,CA,908400115,3,NCAA Division I without football,11689,16586,28275,1,"Public, 4-year or above",26,23,28,23,28,14358,330243,7213,201969,532212,14358,330243,7213,201969,532212,1,1,2,0,2,0,0,0,0,0,2,4,3,2,3,2,3,2,0,2,0,7,1310192,1219862,2530054,1310192,1219862,2530054,1310192,1219862,2530054,1310192,1219862,2530054,Volleyball
110583,113900,California State University-Long Beach,1250 Bellflower Blvd,Long Beach,CA,908400115,3,NCAA Division I without football,11689,16586,28275,1,"Public, 4-year or above",27,37,25,37,25,3535,130795,5572,139295,270090,3535,130795,5572,139295,270090,1,1,1,0,1,0,1,0,1,0,2,1,3,0,1,0,1,0,3,0,3,4,447377,453950,901327,447377,453950,901327,447377,453950,901327,447377,453950,901327,Water Polo
110583,113900,California State University-Long Beach,1250 Bellflower Blvd,Long Beach,CA,908400115,3,NCAA Division I without football,11689,16586,28275,1,"Public, 4-year or above",32,,22,0,22,0,0,5205,114504,114504,0,0,5205,114504,114504,,1,1,0,1,0,0,0,0,0,1,,2,0,1,0,1,0,1,0,1,2,,348115,348115,0,348115,348115,,348115,348115,0,348115,348115,Beach Volleyball
110608,115300,California State University-Northridge,18111 Nordhoff St,Northridge,CA,91330,3,NCAA Division I without football,12320,15892,28212,1,"Public, 4-year or above",1,50,,50,0,9063,453129,0,0,453129,9063,453129,0,0,453129,1,,1,0,1,0,0,0,0,0,1,3,,2,1,2,1,0,0,0,0,3,1459112,,1459112,1459112,0,1459112,1608751,,1608751,1608751,0,1608751,Baseball
110608,115300,California State University-Northridge,18111 Nordhoff St,Northridge,CA,91330,3,NCAA Division I without football,12320,15892,28212,1,"Public, 4-year or above",2,19,21,19,21,22063,419195,12582,264232,683427,22063,419195,12582,264232,683427,1,1,1,0,1,0,1,0,1,0,2,3,3,3,0,3,0,3,0,3,0,6,3331585,1943784,5275369,3331585,1943784,5275369,3065459,1592748,4658207,3065459,1592748,4658207,Basketball
110608,115300,California State University-Northridge,18111 Nordhoff St,Northridge,CA,91330,3,NCAA Division I without football,12320,15892,28212,1,"Public, 4-year or above",3,83,76,83,76,1497,124242,1711,130005,254247,1497,124242,1711,130005,254247,1,1,0,2,2,0,0,0,0,0,2,4,4,1,5,2,4,1,1,2,0,8,538449,634285,1172734,538449,634285,1172734,515676,630734,1146410,515676,630734,1146410,Track and Field and Cross Country (combined)
110608,115300,California State University-Northridge,18111 Nordhoff St,Northridge,CA,91330,3,NCAA Division I without football,12320,15892,28212,1,"Public, 4-year or above",8,7,8,7,8,22751,159260,11897,95175,254435,22751,159260,11897,95175,254435,1,1,1,0,1,0,1,0,1,0,2,1,0,0,1,0,1,0,0,0,0,1,402945,334591,737536,402945,334591,737536,405712,374596,780308,405712,374596,780308,Golf
110608,115300,California State University-Northridge,18111 Nordhoff St,Northridge,CA,91330,3,NCAA Division I without football,12320,15892,28212,1,"Public, 4-year or above",15,34,34,34,34,4850,164883,4811,163559,328442,4850,164883,4811,163559,328442,1,1,1,0,1,0,1,0,1,0,2,3,2,2,2,2,2,0,1,0,1,5,719021,754906,1473927,719021,754906,1473927,809511,807967,1617478,809511,807967,1617478,Soccer
110608,115300,California State University-Northridge,18111 Nordhoff St,Northridge,CA,91330,3,NCAA Division I without football,12320,15892,28212,1,"Public, 4-year or above",16,,27,0,27,0,0,9141,246819,246819,0,0,9141,246819,246819,,1,0,0,0,0,1,0,1,0,1,,3,1,1,1,1,1,0,1,0,3,,772055,772055,0,772055,772055,,922712,922712,0,922712,922712,Softball
110608,115300,California State University-Northridge,18111 Nordhoff St,Northridge,CA,91330,3,NCAA Division I without football,12320,15892,28212,1,"Public, 4-year or above",22,,12,0,12,0,0,8051,96609,96609,0,0,8051,96609,96609,,1,1,0,1,0,0,0,0,0,1,,2,0,2,0,2,0,0,0,0,2,,465683,465683,0,465683,465683,,500035,500035,0,500035,500035,Tennis
110608,115300,California State University-Northridge,18111 Nordhoff St,Northridge,CA,91330,3,NCAA Division I without football,12320,15892,28212,1,"Public, 4-year or above",26,24,20,24,20,4289,102942,4991,99819,202761,4289,102942,4991,99819,202761,1,1,1,0,1,0,1,0,1,0,2,3,4,2,4,2,4,0,1,0,1,7,535140,628423,1163563,535140,628423,1163563,581143,663087,1244230,581143,663087,1244230,Volleyball
110608,115300,California State University-Northridge,18111 Nordhoff St,Northridge,CA,91330,3,NCAA Division I without football,12320,15892,28212,1,"Public, 4-year or above",27,,21,0,21,0,0,7063,148330,148330,0,0,7063,148330,148330,,1,1,0,1,0,0,0,0,0,1,,1,0,0,0,0,0,1,0,1,1,,495249,495249,0,495249,495249,,509670,509670,0,509670,509670,Water Polo
110608,115300,California State University-Northridge,18111 Nordhoff St,Northridge,CA,91330,3,NCAA Division I without football,12320,15892,28212,1,"Public, 4-year or above",32,,19,0,19,0,0,2890,54911,54911,0,0,2890,54911,54911,,1,0,0,0,0,0,1,0,1,1,,3,1,0,1,0,0,2,0,2,3,,99060,99060,0,99060,99060,,126487,126487,0,126487,126487,Beach Volleyball
110653,131400,University of California-Irvine,501 Aldrich Hall,Irvine,CA,92697,3,NCAA Division I without football,12960,15782,28742,1,"Public, 4-year or above",1,36,,36,0,7283,262174,0,0,262174,7283,262174,0,0,262174,1,,1,0,1,0,0,0,0,0,1,3,,2,1,2,1,0,0,0,0,3,1933317,,1933317,1933317,0,1933317,1933317,,1933317,1933317,0,1933317,Baseball
110653,131400,University of California-Irvine,501 Aldrich Hall,Irvine,CA,92697,3,NCAA Division I without football,12960,15782,28742,1,"Public, 4-year or above",2,16,15,16,15,46011,736179,27342,410135,1146314,46011,736179,27342,410135,1146314,1,1,1,0,1,0,1,0,1,0,2,3,3,3,0,3,0,3,0,3,0,6,3481855,2128584,5610439,3481855,2128584,5610439,3481855,2128584,5610439,3481855,2128584,5610439,Basketball
110653,131400,University of California-Irvine,501 Aldrich Hall,Irvine,CA,92697,3,NCAA Division I without football,12960,15782,28742,1,"Public, 4-year or above",8,9,13,9,13,7122,64095,6785,88205,152300,7122,64095,6785,88205,152300,1,1,1,0,1,0,1,0,1,0,2,0,1,0,0,0,0,0,1,0,1,1,300630,329135,629765,300630,329135,629765,300630,329135,629765,300630,329135,629765,Golf
110653,131400,University of California-Irvine,501 Aldrich Hall,Irvine,CA,92697,3,NCAA Division I without football,12960,15782,28742,1,"Public, 4-year or above",15,27,37,27,37,4648,125487,4176,154504,279991,4648,125487,4176,154504,279991,1,1,2,0,2,0,0,0,0,0,2,2,3,2,2,2,2,1,0,1,0,5,823617,1016264,1839881,823617,1016264,1839881,823617,1016264,1839881,823617,1016264,1839881,Soccer
110653,131400,University of California-Irvine,501 Aldrich Hall,Irvine,CA,92697,3,NCAA Division I without football,12960,15782,28742,1,"Public, 4-year or above",22,9,10,9,10,7797,70173,7883,78833,149006,7797,70173,7883,78833,149006,1,1,1,0,1,0,1,0,1,0,2,2,2,1,1,1,1,0,2,0,2,4,416773,348189,764962,416773,348189,764962,416773,348189,764962,416773,348189,764962,Tennis
110653,131400,University of California-Irvine,501 Aldrich Hall,Irvine,CA,92697,3,NCAA Division I without football,12960,15782,28742,1,"Public, 4-year or above",23,,37,0,37,0,0,1339,49533,49533,0,0,1339,49533,49533,,1,0,1,1,0,0,0,0,0,1,,7,0,4,2,2,0,3,1,2,7,,201381,201381,0,201381,201381,,201381,201381,0,201381,201381,Track and Field (Indoor)
110653,131400,University of California-Irvine,501 Aldrich Hall,Irvine,CA,92697,3,NCAA Division I without football,12960,15782,28742,1,"Public, 4-year or above",24,28,49,28,49,3365,94215,2884,141323,235538,3365,94215,2884,141323,235538,1,1,0,2,2,0,0,0,0,0,2,7,7,0,8,4,4,0,6,2,4,14,338932,524599,863531,338932,524599,863531,338932,524599,863531,338932,524599,863531,Track and Field (Outdoor)
110653,131400,University of California-Irvine,501 Aldrich Hall,Irvine,CA,92697,3,NCAA Division I without football,12960,15782,28742,1,"Public, 4-year or above",25,12,28,12,28,944,11330,607,16995,28325,944,11330,607,16995,28325,1,1,0,2,2,0,0,0,0,0,2,1,1,0,2,2,0,0,0,0,0,2,21834,32751,54585,21834,32751,54585,21834,32751,54585,21834,32751,54585,Cross Country
110653,131400,University of California-Irvine,501 Aldrich Hall,Irvine,CA,92697,3,NCAA Division I without football,12960,15782,28742,1,"Public, 4-year or above",26,20,24,20,24,10743,214866,6673,160149,375015,10743,214866,6673,160149,375015,1,1,1,0,1,0,1,0,1,0,2,3,2,2,2,2,2,1,0,1,0,5,880639,910142,1790781,880639,910142,1790781,880639,910142,1790781,880639,910142,1790781,Volleyball
110653,131400,University of California-Irvine,501 Aldrich Hall,Irvine,CA,92697,3,NCAA Division I without football,12960,15782,28742,1,"Public, 4-year or above",27,29,30,29,30,2848,82605,5114,153419,236024,2848,82605,5114,153419,236024,1,1,2,0,2,0,0,0,0,0,2,3,3,2,2,2,2,1,1,1,1,6,422843,806985,1229828,422843,806985,1229828,422843,806985,1229828,422843,806985,1229828,Water Polo
110671,131600,University of California-Riverside,900 University Ave,Riverside,CA,92521,3,NCAA Division I without football,10315,11754,22069,1,"Public, 4-year or above",1,40,,40,0,5668,226717,0,0,226717,5668,226717,0,0,226717,1,,1,0,1,0,0,0,0,0,1,2,,2,0,2,0,0,0,0,0,2,1001932,,1001932,1001932,0,1001932,960078,,960078,960078,0,960078,Baseball
110671,131600,University of California-Riverside,900 University Ave,Riverside,CA,92521,3,NCAA Division I without football,10315,11754,22069,1,"Public, 4-year or above",2,15,13,15,13,22372,335573,20241,263139,598712,22372,335573,20241,263139,598712,1,1,1,0,1,0,1,0,1,0,2,3,3,6,0,6,0,0,0,0,0,6,2069156,1560844,3630000,2069156,1560844,3630000,1936541,1639987,3576528,1936541,1639987,3576528,Basketball
110671,131600,University of California-Riverside,900 University Ave,Riverside,CA,92521,3,NCAA Division I without football,10315,11754,22069,1,"Public, 4-year or above",3,66,104,66,104,1649,108845,1022,106279,215124,1649,108845,1022,106279,215124,1,1,0,2,2,0,0,0,0,0,2,3,3,0,6,6,0,0,0,0,0,6,511164,545734,1056898,511164,545734,1056898,472008,542751,1014759,472008,542751,1014759,Track and Field and Cross Country (combined)
110671,131600,University of California-Riverside,900 University Ave,Riverside,CA,92521,3,NCAA Division I without football,10315,11754,22069,1,"Public, 4-year or above",8,9,6,9,6,5421,48790,10835,65007,113797,5421,48790,10835,65007,113797,1,1,1,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,206280,299877,506157,206280,299877,506157,186852,266017,452869,186852,266017,452869,Golf
110671,131600,University of California-Riverside,900 University Ave,Riverside,CA,92521,3,NCAA Division I without football,10315,11754,22069,1,"Public, 4-year or above",15,29,31,29,31,3124,90590,3024,93747,184337,3124,90590,3024,93747,184337,1,1,2,0,2,0,0,0,0,0,2,2,2,2,1,2,1,0,1,0,1,4,691461,715936,1407397,691461,715936,1407397,654424,736049,1390473,654424,736049,1390473,Soccer
110671,131600,University of California-Riverside,900 University Ave,Riverside,CA,92521,3,NCAA Division I without football,10315,11754,22069,1,"Public, 4-year or above",16,,21,0,21,0,0,6466,135784,135784,0,0,6466,135784,135784,,1,0,0,0,0,1,0,1,0,1,,2,0,0,0,0,2,0,2,0,2,,959154,959154,0,959154,959154,,949259,949259,0,949259,949259,Softball
110671,131600,University of California-Riverside,900 University Ave,Riverside,CA,92521,3,NCAA Division I without football,10315,11754,22069,1,"Public, 4-year or above",22,9,7,9,7,3093,27839,3963,27742,55581,3093,27839,3963,27742,55581,1,1,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,307164,237128,544292,307164,237128,544292,296276,243294,539570,296276,243294,539570,Tennis
110671,131600,University of California-Riverside,900 University Ave,Riverside,CA,92521,3,NCAA Division I without football,10315,11754,22069,1,"Public, 4-year or above",26,,16,0,16,0,0,5262,84199,84199,0,0,5262,84199,84199,,1,0,0,0,0,1,0,1,0,1,,2,0,0,0,0,1,1,1,1,2,,719808,719808,0,719808,719808,,773559,773559,0,773559,773559,Volleyball
110705,132000,University of California-Santa Barbara,5221 Cheadle Hall,Santa Barbara,CA,93106,3,NCAA Division I without football,9789,12669,22458,1,"Public, 4-year or above",1,43,,43,0,12158,522783,0,0,522783,12158,522783,0,0,522783,1,,1,0,1,0,0,0,0,0,1,3,,2,1,2,1,0,0,0,0,3,2126584,,2126584,2126584,0,2126584,2126584,,2126584,2126584,0,2126584,Baseball
110705,132000,University of California-Santa Barbara,5221 Cheadle Hall,Santa Barbara,CA,93106,3,NCAA Division I without football,9789,12669,22458,1,"Public, 4-year or above",2,18,15,18,15,20523,369412,21400,321003,690415,20523,369412,21400,321003,690415,1,1,1,0,1,0,1,0,1,0,2,3,3,4,0,4,0,2,0,2,0,6,3254694,1914942,5169636,3254694,1914942,5169636,3254694,1914942,5169636,3254694,1914942,5169636,Basketball
110705,132000,University of California-Santa Barbara,5221 Cheadle Hall,Santa Barbara,CA,93106,3,NCAA Division I without football,9789,12669,22458,1,"Public, 4-year or above",8,13,,13,0,3377,43906,0,0,43906,3377,43906,0,0,43906,1,,1,0,1,0,0,0,0,0,1,1,,0,1,0,1,0,0,0,0,1,286379,,286379,286379,0,286379,286379,,286379,286379,0,286379,Golf
110705,132000,University of California-Santa Barbara,5221 Cheadle Hall,Santa Barbara,CA,93106,3,NCAA Division I without football,9789,12669,22458,1,"Public, 4-year or above",15,38,38,38,38,3198,121540,3378,128359,249899,3198,121540,3378,128359,249899,1,1,2,0,2,0,0,0,0,0,2,3,3,2,4,2,4,0,0,0,0,6,1425094,738531,2163625,1425094,738531,2163625,1425094,738531,2163625,1425094,738531,2163625,Soccer
110705,132000,University of California-Santa Barbara,5221 Cheadle Hall,Santa Barbara,CA,93106,3,NCAA Division I without football,9789,12669,22458,1,"Public, 4-year or above",16,,24,0,24,0,0,9248,221957,221957,0,0,9248,221957,221957,,1,0,0,0,0,1,0,1,0,1,,2,0,0,0,0,1,1,1,1,2,,991952,991952,0,991952,991952,,991952,991952,0,991952,991952,Softball
110705,132000,University of California-Santa Barbara,5221 Cheadle Hall,Santa Barbara,CA,93106,3,NCAA Division I without football,9789,12669,22458,1,"Public, 4-year or above",19,35,21,35,21,1578,55238,2997,62938,118176,1578,55238,2997,62938,118176,1,1,0,0,0,0,0,2,2,0,2,3,3,0,6,2,4,0,0,0,0,6,340949,361214,702163,340949,361214,702163,340949,361214,702163,340949,361214,702163,Swimming
110705,132000,University of California-Santa Barbara,5221 Cheadle Hall,Santa Barbara,CA,93106,3,NCAA Division I without football,9789,12669,22458,1,"Public, 4-year or above",22,10,8,10,8,8273,82733,13394,107151,189884,8273,82733,13394,107151,189884,1,1,2,0,2,0,0,0,0,0,2,2,2,0,3,0,3,1,0,1,0,4,516300,805269,1321569,516300,805269,1321569,516300,805269,1321569,516300,805269,1321569,Tennis
110705,132000,University of California-Santa Barbara,5221 Cheadle Hall,Santa Barbara,CA,93106,3,NCAA Division I without football,9789,12669,22458,1,"Public, 4-year or above",23,,46,0,46,0,0,848,39002,39002,0,0,848,39002,39002,,1,0,1,1,0,0,0,0,0,1,,1,0,1,1,0,0,0,0,0,1,,81114,81114,0,81114,81114,,81114,81114,0,81114,81114,Track and Field (Indoor)
110705,132000,University of California-Santa Barbara,5221 Cheadle Hall,Santa Barbara,CA,93106,3,NCAA Division I without football,9789,12669,22458,1,"Public, 4-year or above",24,47,46,47,46,2143,100702,1758,80888,181590,2143,100702,1758,80888,181590,1,1,0,2,2,0,0,0,0,0,2,3,3,0,4,2,2,0,2,2,0,6,318216,281433,599649,318216,281433,599649,318216,281433,599649,318216,281433,599649,Track and Field (Outdoor)
110705,132000,University of California-Santa Barbara,5221 Cheadle Hall,Santa Barbara,CA,93106,3,NCAA Division I without football,9789,12669,22458,1,"Public, 4-year or above",25,23,23,23,23,1074,24713,1007,23159,47872,1074,24713,1007,23159,47872,1,1,0,0,0,0,0,2,2,0,2,1,1,0,0,0,0,0,2,2,0,2,109986,98624,208610,109986,98624,208610,109986,98624,208610,109986,98624,208610,Cross Country
110705,132000,University of California-Santa Barbara,5221 Cheadle Hall,Santa Barbara,CA,93106,3,NCAA Division I without football,9789,12669,22458,1,"Public, 4-year or above",26,26,21,26,21,6974,181316,7027,147560,328876,6974,181316,7027,147560,328876,1,1,1,0,1,0,1,0,1,0,2,3,3,3,2,3,2,1,0,1,0,6,662741,1037572,1700313,662741,1037572,1700313,662741,1037572,1700313,662741,1037572,1700313,Volleyball
110705,132000,University of California-Santa Barbara,5221 Cheadle Hall,Santa Barbara,CA,93106,3,NCAA Division I without football,9789,12669,22458,1,"Public, 4-year or above",27,40,26,40,26,2043,81724,3723,96809,178533,2043,81724,3723,96809,178533,1,1,1,0,1,0,1,0,1,0,2,1,2,1,1,1,1,0,1,0,1,3,417857,373941,791798,417857,373941,791798,417857,373941,791798,417857,373941,791798,Water Polo
117946,1164900,Loyola Marymount University,One Lmu Drive,Los Angeles,CA,900452659,3,NCAA Division I without football,3174,3685,6859,2,"Private nonprofit, 4-year or above",1,35,,35,0,11081,387830,0,0,387830,11081,387830,0,0,387830,1,,1,0,1,0,0,0,0,0,1,3,,2,1,2,1,0,0,0,0,3,1850132,,1850132,1850132,0,1850132,1850132,,1850132,1850132,0,1850132,Baseball
117946,1164900,Loyola Marymount University,One Lmu Drive,Los Angeles,CA,900452659,3,NCAA Division I without football,3174,3685,6859,2,"Private nonprofit, 4-year or above",2,18,17,18,17,94882,1707883,33727,573355,2281238,94882,1707883,33727,573355,2281238,1,1,1,0,1,0,1,0,1,0,2,3,3,4,0,4,0,2,0,2,0,6,6095950,2969431,9065381,6095950,2969431,9065381,6095950,2969431,9065381,6095950,2969431,9065381,Basketball
117946,1164900,Loyola Marymount University,One Lmu Drive,Los Angeles,CA,900452659,3,NCAA Division I without football,3174,3685,6859,2,"Private nonprofit, 4-year or above",8,11,,11,0,11732,129048,0,0,129048,11732,129048,0,0,129048,1,,1,0,1,0,0,0,0,0,1,1,,0,1,0,1,0,0,0,0,1,748047,,748047,748047,0,748047,748047,,748047,748047,0,748047,Golf
117946,1164900,Loyola Marymount University,One Lmu Drive,Los Angeles,CA,900452659,3,NCAA Division I without football,3174,3685,6859,2,"Private nonprofit, 4-year or above",13,35,62,35,62,637,22297,2434,150893,173190,637,22297,2434,150893,173190,1,1,1,0,1,0,1,0,1,0,2,1,4,1,1,1,1,1,2,1,2,5,120623,1235092,1355715,120623,1235092,1355715,120623,1235092,1355715,120623,1235092,1355715,Rowing
117946,1164900,Loyola Marymount University,One Lmu Drive,Los Angeles,CA,900452659,3,NCAA Division I without football,3174,3685,6859,2,"Private nonprofit, 4-year or above",15,33,31,33,31,5283,174329,5793,179577,353906,5283,174329,5793,179577,353906,1,1,1,0,1,0,1,0,1,0,2,3,3,4,2,4,2,0,0,0,0,6,1352349,1585057,2937406,1352349,1585057,2937406,1352349,1585057,2937406,1352349,1585057,2937406,Soccer
117946,1164900,Loyola Marymount University,One Lmu Drive,Los Angeles,CA,900452659,3,NCAA Division I without football,3174,3685,6859,2,"Private nonprofit, 4-year or above",16,,23,0,23,0,0,7595,174691,174691,0,0,7595,174691,174691,,1,0,0,0,0,1,0,1,0,1,,3,1,0,1,0,1,1,1,1,3,,1435081,1435081,0,1435081,1435081,,1435081,1435081,0,1435081,1435081,Softball
117946,1164900,Loyola Marymount University,One Lmu Drive,Los Angeles,CA,900452659,3,NCAA Division I without football,3174,3685,6859,2,"Private nonprofit, 4-year or above",19,,21,0,21,0,0,3480,73087,73087,0,0,3480,73087,73087,,1,0,0,0,0,1,0,1,0,1,,2,0,2,0,2,0,0,0,0,2,,236221,236221,0,236221,236221,,236221,236221,0,236221,236221,Swimming
117946,1164900,Loyola Marymount University,One Lmu Drive,Los Angeles,CA,900452659,3,NCAA Division I without football,3174,3685,6859,2,"Private nonprofit, 4-year or above",22,13,10,13,10,6573,85450,9047,90473,175923,6573,85450,9047,90473,175923,1,1,2,0,2,0,0,0,0,0,2,2,1,1,1,1,1,1,0,1,0,3,624999,815317,1440316,624999,815317,1440316,624999,815317,1440316,624999,815317,1440316,Tennis
117946,1164900,Loyola Marymount University,One Lmu Drive,Los Angeles,CA,900452659,3,NCAA Division I without football,3174,3685,6859,2,"Private nonprofit, 4-year or above",24,20,16,20,16,2261,45220,1788,28608,73828,2261,45220,1788,28608,73828,1,1,0,1,1,0,0,1,1,0,2,0,1,0,0,0,0,0,1,0,1,1,56412,43630,100042,56412,43630,100042,56412,43630,100042,56412,43630,100042,Track and Field (Outdoor)
117946,1164900,Loyola Marymount University,One Lmu Drive,Los Angeles,CA,900452659,3,NCAA Division I without football,3174,3685,6859,2,"Private nonprofit, 4-year or above",25,19,17,19,17,3514,66758,3250,55251,122009,3514,66758,3250,55251,122009,1,1,0,1,1,0,0,1,1,0,2,1,1,0,1,0,1,0,1,0,1,2,582877,629945,1212822,582877,629945,1212822,582877,629945,1212822,582877,629945,1212822,Cross Country
117946,1164900,Loyola Marymount University,One Lmu Drive,Los Angeles,CA,900452659,3,NCAA Division I without football,3174,3685,6859,2,"Private nonprofit, 4-year or above",26,,15,0,15,0,0,11152,167275,167275,0,0,11152,167275,167275,,1,1,0,1,0,0,0,0,0,1,,3,1,1,1,1,1,0,1,0,3,,1557753,1557753,0,1557753,1557753,,1557753,1557753,0,1557753,1557753,Volleyball
117946,1164900,Loyola Marymount University,One Lmu Drive,Los Angeles,CA,900452659,3,NCAA Division I without football,3174,3685,6859,2,"Private nonprofit, 4-year or above",27,33,24,33,24,3575,117988,3970,95288,213276,3575,117988,3970,95288,213276,1,1,2,0,2,0,0,0,0,0,2,1,1,0,2,2,0,0,0,0,0,2,625005,871284,1496289,625005,871284,1496289,625005,871284,1496289,625005,871284,1496289,Water Polo
117946,1164900,Loyola Marymount University,One Lmu Drive,Los Angeles,CA,900452659,3,NCAA Division I without football,3174,3685,6859,2,"Private nonprofit, 4-year or above",32,,18,0,18,0,0,6060,109075,109075,0,0,6060,109075,109075,,1,1,0,1,0,0,0,0,0,1,,2,0,0,0,0,1,1,1,1,2,,871711,871711,0,871711,871711,,871711,871711,0,871711,871711,Beach Volleyball
120883,132900,University of the Pacific,3601 Pacific Ave,Stockton,CA,952110110,3,NCAA Division I without football,1493,1659,3152,2,"Private nonprofit, 4-year or above",1,35,,35,0,8402,294081,0,0,294081,8402,294081,0,0,294081,1,,1,0,1,0,0,0,0,0,1,3,,2,1,2,1,0,0,0,0,3,1527974,,1527974,1527974,0,1527974,1527974,,1527974,1527974,0,1527974,Baseball
120883,132900,University of the Pacific,3601 Pacific Ave,Stockton,CA,952110110,3,NCAA Division I without football,1493,1659,3152,2,"Private nonprofit, 4-year or above",2,14,14,14,14,38785,542987,19304,270250,813237,38785,542987,19304,270250,813237,1,1,2,0,2,0,0,0,0,0,2,3,3,3,0,3,0,3,0,3,0,6,3421487,2109493,5530980,3421487,2109493,5530980,3421487,2109493,5530980,3421487,2109493,5530980,Basketball
120883,132900,University of the Pacific,3601 Pacific Ave,Stockton,CA,952110110,3,NCAA Division I without football,1493,1659,3152,2,"Private nonprofit, 4-year or above",8,9,,9,0,12843,115583,0,0,115583,12843,115583,0,0,115583,1,,1,0,1,0,0,0,0,0,1,1,,1,0,1,0,0,0,0,0,1,703963,,703963,703963,0,703963,703963,,703963,703963,0,703963,Golf
120883,132900,University of the Pacific,3601 Pacific Ave,Stockton,CA,952110110,3,NCAA Division I without football,1493,1659,3152,2,"Private nonprofit, 4-year or above",15,28,32,28,32,4724,132271,5034,161085,293356,4724,132271,5034,161085,293356,1,1,1,0,1,0,1,0,1,0,2,3,2,3,1,3,1,1,0,1,0,5,1124928,1315653,2440581,1124928,1315653,2440581,1124928,1315653,2440581,1124928,1315653,2440581,Soccer
120883,132900,University of the Pacific,3601 Pacific Ave,Stockton,CA,952110110,3,NCAA Division I without football,1493,1659,3152,2,"Private nonprofit, 4-year or above",16,,20,0,20,0,0,8300,166009,166009,0,0,8300,166009,166009,,1,1,0,1,0,0,0,0,0,1,,2,0,0,0,0,2,0,2,0,2,,997625,997625,0,997625,997625,,997625,997625,0,997625,997625,Softball
120883,132900,University of the Pacific,3601 Pacific Ave,Stockton,CA,952110110,3,NCAA Division I without football,1493,1659,3152,2,"Private nonprofit, 4-year or above",18,21,,21,0,2622,55060,0,0,55060,2622,55060,0,0,55060,1,,0,0,0,0,0,1,1,0,1,2,,0,1,1,0,0,1,1,0,2,330676,,330676,330676,0,330676,330676,,330676,330676,0,330676,Swimming and Diving (combined)
