unitid,OPEID,institution_name,addr1_txt,addr2_txt,city_txt,state_cd,zip_text,ClassificationCode,classification_name,ClassificationOther,EFMaleCount,EFFemaleCount,EFTotalCount,sector_cd,sector_name,STUDENTAID_MEN,STUDENTAID_WOMEN,STUDENTAID_COED,STUDENTAID_TOTAL,STUAID_MEN_RATIO,STUAID_WOMEN_RATIO,STUAID_COED_RATIO,RECRUITEXP_MEN,RECRUITEXP_WOMEN,RECRUITEXP_COED,RECRUITEXP_TOTAL,HDCOACH_SALARY_MEN,HDCOACH_SALARY_WOMEN,HDCOACH_SALARY_COED,NUM_HDCOACH_MEN,NUM_HDCOACH_WOMEN,NUM_HDCOACH_COED,HDCOACH_SAL_FTE_MEN,HDCOACH_SAL_FTE_WOMN,HDCOACH_SAL_FTE_COED,FTE_HDCOACH_MEN,FTE_HDCOACH_WOMEN,FTE_HDCOACH_COED,ASCOACH_SALARY_MEN,ASCOACH_SALARY_WOMEN,ASCOACH_SALARY_COED,NUM_ASCOACH_MEN,NUM_ASCOACH_WOMEN,NUM_ASCOACH_COED,ASCOACH_SAL_FTE_MEN,ASCOACH_SAL_FTE_WOMN,ASCOACH_SAL_FTE_COED,FTE_ASCOACH_MEN,FTE_ASCOACH_WOMEN,FTE_ASCOACH_COED,IL_PARTIC_MEN,IL_PARTIC_WOMEN,IL_PARTIC_COED_MEN,IL_PARTIC_COED_WOMEN,IL_SUM_PARTIC_MEN,IL_SUM_PARTIC_WOMEN,IL_OPEXPPERPART_MEN,IL_OPEXPPERTEAM_MEN,IL_OPEXPPERPART_WOMEN,IL_OPEXPPERTEAM_WOMEN,IL_TOTAL_OPEXP_MENWOMEN,IL_OPEXPPERPART_COED_MEN,IL_OPEXPPERTEAM_COED_MEN,IL_OPEXP_PART_COED_WOMEN,IL_OPEXP_TEAM_COED_WOMEN,IL_TOTAL_OPEXP_COEDTEAM,IL_SUM_OPEXPPERPART_MEN,IL_SUM_OPEXPPERTEAM_MEN,IL_SUM_OPEXPPERPART_WOMEN,IL_SUM_OPEXPPERTEAM_WOMEN,IL_TOTAL_OPEXP_INCLCOED,IL_MEN_FTHEADCOACH_MALE,IL_MEN_PTHEADCOACH_MALE,IL_MEN_FTUNIVEMPLOY_MALE,IL_MEN_PTUNIVEMPLOY_MALE,IL_MEN_FTHEADCOACH_FEM,IL_MEN_PTHEADCOACH_FEM,IL_MEN_FTUNIVEMPLOY_FEM,IL_MEN_PTUNIVEMPLOY_FEM,IL_MEN_TOTAL_HEADCOACH,IL_WOMEN_FTHDCOACH_MALE,IL_WOMEN_PTHDCOACH_MALE,IL_WOMEN_FTUNIVEMP_MALE,IL_WOMEN_PTUNIVEMP_MALE,IL_WOMEN_FTHDCOACH_FEM,IL_WOMEN_PTHDCOACH_FEM,IL_WOMEN_FTUNIVEMP_FEM,IL_WOMEN_PTUNIVEMP_FEM,IL_WOMEN_TOTAL_HDCOACH,IL_COED_FTHDCOACH_MALE,IL_COED_PTHDCOACH_MALE,IL_COED_FTUNIVEMP_MALE,IL_COED_PTUNIVEMP_MALE,IL_COED_FTHDCOACH_FEM,IL_COED_PTHDCOACH_FEM,IL_COED_FTUNIVEMP_FEM,IL_COED_PTUNIVEMP_FEM,IL_COED_TOTAL_HDCOACH,IL_SUM_FTHDCOACH_MALE,IL_SUM_PTHDCOACH_MALE,IL_SUM_FTUNIVEMP_MALE,IL_SUM_PTUNIVEMP_MALE,IL_SUM_FTHDCOACH_FEM,IL_SUM_PTHDCOACH_FEM,IL_SUM_FTUNIVEMP_FEM,IL_SUM_PTUNIVEMP_FEM,IL_SUM_TOTAL_HDCOACH,IL_MEN_FTASCOACH_MALE,IL_MEN_PTASCOACH_MALE,IL_MEN_FTACUNIVEMP_MALE,IL_MEN_PTACUNIVEMP_MALE,IL_MEN_FTASSTCOACH_FEM,IL_MEN_PTASSTCOACH_FEM,IL_MEN_FTACUNIVEMP_FEM,IL_MEN_PTACUNIVEMP_FEM,IL_MEN_TOTAL_ASSTCOACH,IL_WOMEN_FTASCOACH_MALE,IL_WOMEN_PTASCOACH_MALE,IL_WOMEN_FTACUNEMP_MALE,IL_WOMEN_PTACUNEMP_MALE,IL_WOMEN_FTASTCOACH_FEM,IL_WOMEN_PTASTCOACH_FEM,IL_WOMN_FTACUNIVEMP_FEM,IL_WOMN_PTACUNIVEMP_FEM,IL_WOMEN_TOTAL_ASTCOACH,IL_COED_FTASCOACH_MALE,IL_COED_PTASCOACH_MALE,IL_COED_FTACUNEMP_MALE,IL_COED_PTACUNEMP_MALE,IL_COED_FTASTCOACH_FEM,IL_COED_PTASTCOACH_FEM,IL_COED_FTACUNIVEMP_FEM,IL_COED_PTACUNIVEMP_FEM,IL_COED_TOTAL_ASTCOACH,IL_SUM_FTASCOACH_MALE,IL_SUM_PTASCOACH_MALE,IL_SUM_FTACUNIVEMP_MALE,IL_SUM_PTACUNIVEMP_MALE,IL_SUM_FTASCOACH_FEM,IL_SUM_PTASCOACH_FEM,IL_SUM_FTACUNIVEMP_FEM,IL_SUM_PTACUNIVEMP_FEM,IL_SUM_TOTAL_ASSTCOACH,IL_REV_MEN,IL_REV_WOMEN,IL_TOTAL_REV_MENWOMEN,IL_REV_COED_MEN,IL_REV_COED_WOMEN,IL_TOTAL_REV_COED,IL_REVENUE_MENALL,IL_REVENUE_WOMENALL,IL_TOTAL_REVENUE_ALL,IL_EXP_MEN,IL_EXP_WOMEN,IL_TOTAL_EXP_MENWOMEN,IL_EXP_COED_MEN,IL_EXP_COED_WOMEN,IL_TOTAL_EXP_COED,IL_EXPENSE_MENALL,IL_EXPENSE_WOMENALL,IL_TOTAL_EXPENSE_ALL,UNDUP_CT_PARTIC_MEN,UNDUP_CT_PARTIC_WOMEN,TOT_REVENUE_ALL_NOTALLOC,TOT_EXPENSE_ALL_NOTALLOC,GRND_TOTAL_REVENUE,GRND_TOTAL_EXPENSE
186283,00262800,Rider University,2083 Lawrence Road,,Lawrenceville,NJ,086483099,3,NCAA Division I without football,,1248,1748,2996,2,"Private nonprofit, 4-year or above",2784157,2639751,,5423908,51,49,0,64626,43532,,108158,93318,83136,,8,8,,106649,110848,,7,6,,45097,37518,,16,15,,55080,43795,,13.1,12.85,,310,251,,,310,251,34882,736076,22656,491343,1227419,,,,,,34882,736076,22656,491343,1227419,4,4,6,2,0,0,0,0,8,2,3,4,1,2,1,2,1,8,,,,,,,,,,6,7,10,3,2,1,2,1,16,4,10,5,9,0,2,1,1,16,1,7,2,6,3,4,3,4,15,,,,,,,,,,5,17,7,15,3,6,4,5,31,4069233,3502509,7571742,,,,4069233,3502509,7571742,4069233,3502509,7571742,,,,4069233,3502509,7571742,213,185,4049542,4049542,15520117,15520117
186432,00263800,Saint Peter's University,2641 Kennedy Blvd,,Jersey City,NJ,073065997,3,NCAA Division I without football,,728,1183,1911,2,"Private nonprofit, 4-year or above",1571398,1618759,,3190157,49,51,0,18366,11786,,30152,83935,38257,,6,6,,154957,70628,,3.25,3.25,,39481,16628,,6,8,,63170,38007,,3.75,3.5,,165,137,,,165,137,39945,688805,22710,405603,1094408,,,,,,39945,688805,22710,405603,1094408,2,4,3,3,0,0,0,0,6,2,3,3,2,0,1,0,1,6,,,,,,,,,,4,7,6,5,0,1,0,1,12,3,10,3,10,0,0,0,0,13,1,4,1,4,1,5,1,5,11,,,,,,,,,,4,14,4,14,1,5,1,5,24,1167676,1177547,2345223,,,,1167676,1177547,2345223,1167676,1177547,2345223,,,,1167676,1177547,2345223,126,104,2116368,2116368,8124808,8124808
186584,00263200,Seton Hall University,400 S Orange Ave,,South Orange,NJ,070792697,3,NCAA Division I without football,,2632,3163,5795,2,"Private nonprofit, 4-year or above",3400498,5004922,,8405420,40,60,0,193760,148914,,342674,553012,102141,,6,8,,663614,116733,,5,7,,101002,49453,,9,11,,119137,56488,,7.63,9.63,,140,144,,,140,144,149231,2651847,109356,1728919,4380766,,,,,,149231,2651847,109356,1728919,4380766,4,2,6,0,0,0,0,0,6,2,2,4,0,4,0,4,0,8,,,,,,,,,,6,4,10,0,4,0,4,0,14,7,12,8,11,0,0,0,0,19,3,9,4,8,6,0,6,0,18,,,,,,,,,,10,21,12,19,6,0,6,0,37,4409794,6116608,10526402,,,,4409794,6116608,10526402,4409794,6116608,10526402,,,,4409794,6116608,10526402,140,144,5314054,5314054,28718708,28718708
189705,00268100,Canisius College,2001 Main Street,,Buffalo,NY,142081098,3,NCAA Division I without football,,865,904,1769,2,"Private nonprofit, 4-year or above",2150125,2019798,,4169923,52,48,0,139204,113949,,253153,96903,61683,,8,8,,110746,70495,,7,7,,22527,11651,,16,18,,45054,24672,,8,8.5,,253,224,,,253,224,52123,1245032,40613,795004,2040036,,,,,,52123,1245032,40613,795004,2040036,5,3,8,0,0,0,0,0,8,2,2,4,0,4,0,4,0,8,,,,,,,,,,7,5,12,0,4,0,4,0,16,6,8,6,8,0,2,0,2,16,0,7,0,7,5,6,5,6,18,,,,,,,,,,6,15,6,15,5,8,5,8,34,3806174,2796599,6602773,,,,3806174,2796599,6602773,3806171,2796600,6602771,,,,3806171,2796600,6602771,220,182,2473543,2473543,11987825,11987825
191649,00273200,Hofstra University,100 Hofstra University,,Hempstead,NY,11549,3,NCAA Division I without football,,2442,3288,5730,2,"Private nonprofit, 4-year or above",4300356,5558271,,9858627,44,56,0,117100,67293,,184393,141530,87736,,8,9,,161749,98703,,7,8,,64744,45081,,14,15,,71653,49540,,12.65,13.65,,223,302,,,223,302,77877,1544612,65447,1262001,2806613,,,,,,77877,1544612,65447,1262001,2806613,6,2,8,0,0,0,0,0,8,2,2,4,0,5,0,5,0,9,,,,,,,,,,8,4,12,0,5,0,5,0,17,12,3,12,3,0,2,1,1,17,5,2,5,2,8,4,9,3,19,,,,,,,,,,17,5,17,5,8,6,10,4,36,6602531,7714709,14317240,,,,6602531,7714709,14317240,6602531,7714709,14317240,,,,6602531,7714709,14317240,198,194,5322870,5322870,25291104,25291104
192703,00275800,Manhattan College,4513 Manhattan College Parkway,,Riverdale,NY,104714098,3,NCAA Division I without football,,1688,1328,3016,2,"Private nonprofit, 4-year or above",3088805,3210642,,6299447,49,51,0,49091,59811,,108902,93365,50150,,7,8,,120139,62983,,5.44,6.37,,33998,39744,,13,9,,53965,45107,,8.19,7.93,,275,223,,,275,223,53420,1358713,38285,814944,2173657,,,,,,53420,1358713,38285,814944,2173657,4,2,5,1,0,1,1,0,7,0,0,0,0,5,3,7,1,8,,,,,,,,,,4,2,5,1,5,4,8,1,15,7,5,7,5,1,1,1,1,14,0,1,0,1,6,3,6,3,10,,,,,,,,,,7,6,7,6,7,4,7,4,24,3168529,3608977,6777506,,,,3168529,3608977,6777506,3168529,3608977,6777506,,,,3168529,3608977,6777506,210,188,3617009,3617009,15241781,15241781
193973,00278800,Niagara University,Lewiston Road,,Niagara University,NY,14109,3,NCAA Division I without football,,958,1740,2698,2,"Private nonprofit, 4-year or above",2700638,3166865,,5867503,46,54,0,112853,68627,,181480,80041,54023,,8,10,,105317,72906,,6.08,7.41,,43474,19523,,10,14,,57965,31237,,7.5,8.75,,156,191,,,156,191,58111,1150837,43042,751412,1902249,,,,,,58111,1150837,43042,751412,1902249,4,3,6,1,0,1,1,0,8,2,2,4,0,3,3,5,1,10,,,,,,,,,,6,5,10,1,3,4,6,1,18,6,2,6,2,0,2,1,1,10,2,5,2,5,4,3,5,2,14,,,,,,,,,,8,7,8,7,4,5,6,3,24,3869802,3461439,7331241,,,,3869802,3461439,7331241,3810792,3520449,7331241,,,,3810792,3520449,7331241,155,178,2323731,2323731,13408929,13408929
195164,00281700,St Bonaventure University,3261 W. State Road,,Saint Bonaventure,NY,147789800,3,NCAA Division I without football,,947,777,1724,2,"Private nonprofit, 4-year or above",2767984,2561283,,5329267,52,48,0,194472,54680,,249152,211540,71057,,8,7,,282053,90436,,6,5.5,,55276,32642,,12,11,,73701,42243,,9,8.5,,261,209,,,261,209,104678,1792510,48001,934922,2727432,,,,,,104678,1792510,48001,934922,2727432,4,4,7,1,0,0,0,0,8,4,3,7,0,0,0,0,0,7,,,,,,,,,,8,7,14,1,0,0,0,0,15,7,3,8,2,0,3,2,1,13,1,2,2,1,6,3,8,1,12,,,,,,,,,,8,5,10,3,6,6,10,2,25,3401309,2735614,6136923,,,,3401309,2735614,6136923,3401309,2735614,6136923,,,,3401309,2735614,6136923,205,167,4070082,4070082,16370515,16370515
195173,00282000,St. Francis College,179 Livingston Street,,Brooklyn,NY,112014305,3,NCAA Division I without football,,791,1472,2263,2,"Private nonprofit, 4-year or above",1607955,1805501,,3413456,47,53,0,69157,54439,,123596,77723,56535,,6,7,,108451,80764,,4.3,4.9,,29985,22545,,13,16,,51290,43460,,7.6,8.3,,199,196,,,199,196,29279,667264,28416,480680,1147944,,,,,,29279,667264,28416,480680,1147944,2,5,6,1,0,0,0,0,7,1,4,4,1,2,1,2,1,8,,,,,,,,,,3,9,10,2,2,1,2,1,15,4,6,6,4,0,4,2,2,14,3,5,4,4,2,7,3,6,17,,,,,,,,,,7,11,10,8,2,11,5,8,31,2114095,2299231,4413326,,,,2114095,2299231,4413326,2114095,2299231,4413326,,,,2114095,2299231,4413326,170,173,2361653,2361653,9335564,9335564
195474,00281600,Siena College,515 Loudon Rd,,Loudonville,NY,122111462,3,NCAA Division I without football,,1497,1896,3393,2,"Private nonprofit, 4-year or above",2731589,3808758,,6540347,42,58,0,139068,126172,,265240,73168,53288,,9,12,,109752,80944,,6,7.9,,39543,29857,,11,14,,72496,59714,,6,7,,231,239,,,231,239,80120,1554265,50841,885497,2439762,,,,,,80120,1554265,50841,885497,2439762,4,5,8,1,0,0,0,0,9,3,6,8,1,2,1,3,0,12,,,,,,,,,,7,11,16,2,2,1,3,0,21,5,12,5,12,0,0,0,0,17,1,10,1,10,5,4,5,4,20,,,,,,,,,,6,22,6,22,5,4,5,4,37,3259593,4475550,7735143,,,,3259593,4475550,7735143,3259593,4475550,7735143,,,,3259593,4475550,7735143,149,191,3405434,3405434,16305787,16305787
195809,00282300,St. John's University-New York,8000 Utopia Pky,,Queens,NY,11439,3,NCAA Division I without football,,4370,5505,9875,2,"Private nonprofit, 4-year or above",3766815,5237264,,9004079,42,58,0,236825,189046,,425871,467218,146702,,7,8,,503158,156482,,6.5,7.5,,163915,70429,,10,13,,182128,76298,,9,12,,183,189,,,183,189,136209,2591062,99457,1615768,4206830,,,,,,136209,2591062,99457,1615768,4206830,6,1,7,0,0,0,0,0,7,3,1,4,0,4,0,4,0,8,,,,,,,,,,9,2,11,0,4,0,4,0,15,8,6,8,6,0,0,0,0,14,4,5,4,5,7,1,7,1,17,,,,,,,,,,12,11,12,11,7,1,7,1,31,5761610,7005954,12767564,,,,5761610,7005954,12767564,5761610,7005954,12767564,,,,5761610,7005954,12767564,183,144,14012118,14012118,40573584,40573584
